timestamp,view_count,like_count,comment_count,title
2026-04-23 19:00:00,0,0,0,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 19:46:56,95771,1628,235,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:06:27,96818,1640,237,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:06:55,96818,1642,237,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:08:26,96818,1642,237,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:08:50,96818,1642,237,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:37:48,98598,1650,242,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 20:41:20,98983,1652,242,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 21:03:43,99995,1662,244,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-24 23:00:34,106085,1725,260,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 00:11:02,109447,1761,264,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 01:11:57,111855,1781,266,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 02:11:53,113818,1790,267,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 02:58:46,116316,1793,269,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 03:49:29,117891,1804,269,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 04:40:33,119103,1811,274,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 05:27:53,120227,1817,275,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 06:11:51,121628,1822,275,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 07:00:48,123628,1841,275,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 07:43:33,125289,1860,280,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 08:25:48,127312,1879,284,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 09:00:41,129547,1894,287,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:37:19,135742,1944,291,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:42:24,136067,1948,292,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:46:17,136417,1950,292,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:49:44,136417,1952,292,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:56:45,137181,1959,294,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 10:57:31,137181,1960,294,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 11:03:21,137445,1962,294,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 11:08:28,137706,1965,294,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 11:14:27,138221,1968,294,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 11:47:06,140541,1987,296,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 14:02:52,154232,2057,301,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 14:51:44,159719,2086,309,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 15:10:40,161836,2092,310,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 15:23:12,162869,2097,311,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 15:23:37,162869,2097,311,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 15:44:46,165348,2109,315,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 16:49:12,175554,2134,319,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 17:37:05,181417,2160,321,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 18:32:39,186052,2194,323,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 19:23:51,189110,2220,326,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 20:08:12,192412,2244,338,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 20:51:03,195494,2266,344,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 21:31:24,198502,2289,345,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 22:45:38,203973,2331,349,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-25 23:29:11,207358,2366,352,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 00:08:38,209999,2384,355,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 00:53:52,211478,2402,359,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 01:25:58,212739,2413,361,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 02:06:15,214805,2423,363,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 02:52:49,231477,2430,367,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 03:30:38,235727,2434,373,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 04:26:57,240462,2442,375,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 04:59:58,242312,2447,376,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 05:41:01,244494,2461,384,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
2026-04-26 06:20:15,245328,2472,385,골드만삭스도 한 수 배우고 간 국민연금 '역대급' 수익률 비결ㅣ지식인초대석: CEO EP.1 (김성주 이사장)
